date,sym,exp,dte,spot,atm,straddle,em_pct,iv,iv_skew,pcr,max_pain,cw,pw,fut_oi,fut_oi_chg,opt_val
2026-06-03,NIFTY,2026-06-16,13,23405.6,23400.0,560.5,2.39,15.86,-3.29,0.85,23500.0,24000;25000;23500,23300;22000;23500,20962955.0,1758770.0,1965310795844.5
2026-06-04,BANKNIFTY,2026-06-30,26,54307.85,54300.0,2185.45,4.02,18.85,-0.44,0.92,55000.0,60000;54000;55000,54000;60000;50000,2676120.0,-30510.0,2781613449984.0
2026-06-04,BANKNIFTY,2026-07-28,54,54307.85,54300.0,3035.5,5.59,18.1,-0.53,0.46,55300.0,60000;61000;59000,53000;50000;54000,2676120.0,-30510.0,42658406817.0
2026-06-04,NIFTY,2026-06-09,5,23416.55,23400.0,320.05,1.37,14.58,-3.56,0.96,23450.0,24000;25000;24500,22500;23000;22000,21673730.0,710775.0,74834620217591.0
2026-06-04,NIFTY,2026-06-16,12,23416.55,23400.0,504.45,2.15,14.82,-2.42,0.96,23500.0,24000;23500;24500,22700;22000;23500,21673730.0,710775.0,1853679352193.5
2026-06-05,BANKNIFTY,2026-06-30,25,54496.25,54500.0,2128.8,3.91,18.66,-0.13,0.92,55000.0,60000;54000;55000,54000;60000;55000,2710200.0,34080.0,4401119014641.0
2026-06-05,BANKNIFTY,2026-07-28,53,54496.25,54500.0,3020.15,5.54,18.13,-0.18,0.46,55000.0,60000;59000;58000,50000;53000;54000,2710200.0,34080.0,94917879805.5
2026-06-05,NIFTY,2026-06-09,4,23366.7,23350.0,280.3,1.2,14.3,-3.26,0.7,23450.0,24000;25000;23500,22500;23000;23300,21565960.0,-107770.0,174097913786862.0
2026-06-05,NIFTY,2026-06-16,11,23366.7,23350.0,490.45,2.1,15.09,-1.98,0.98,23500.0,24000;23500;24500,21200;22700;22000,21565960.0,-107770.0,3206700625261.25
2026-06-08,BANKNIFTY,2026-06-30,22,54063.75,54100.0,2173.9,4.02,20.52,0.45,0.91,55000.0,60000;54000;55000,54000;60000;50000,2690520.0,-19680.0,3153312269947.5
2026-06-08,BANKNIFTY,2026-07-28,50,54063.75,54100.0,3074.35,5.69,19.2,0.29,0.47,55000.0,60000;56000;59000,53000;50000;52000,2690520.0,-19680.0,64068832636.5
2026-06-08,NIFTY,2026-06-09,1,23123.0,23100.0,196.2,0.85,20.2,-0.52,0.64,23200.0,24000;23500;23700,22500;23000;23100,21747440.0,181480.0,197919507059433.25
2026-06-08,NIFTY,2026-06-16,8,23123.0,23100.0,470.05,2.03,17.14,-0.39,0.84,23300.0,24000;25000;23500,22000;21200;23200,21747440.0,181480.0,6379587257410.25
2026-06-09,BANKNIFTY,2026-06-30,21,55194.5,55200.0,1994.05,3.61,18.84,1.05,1.0,55000.0,60000;55000;54000,54000;60000;55000,2604900.0,-85620.0,3872000874721.5
2026-06-09,BANKNIFTY,2026-07-28,49,55194.5,55200.0,2961.75,5.37,18.27,0.54,0.53,56000.0,60000;61000;58000,60000;53000;50000,2604900.0,-85620.0,113907727866.0
2026-06-09,NIFTY,2026-06-09,0,23242.1,23250.0,10.1,0.04,1.48,-0.95,0.83,23250.0,23250;23300;24000,23200;23250;23150,21630895.0,-116545.0,603432306189787.8
2026-06-09,NIFTY,2026-06-16,7,23242.1,23250.0,368.75,1.59,14.34,-3.53,1.06,23300.0,24000;23500;25000,21200;22000;23200,21630895.0,-116545.0,14894797495246.5
2026-06-10,BANKNIFTY,2026-06-30,20,55100.3,55100.0,1921.4,3.49,18.63,2.85,0.98,55000.0,60000;54000;55000,54000;60000;55000,2627430.0,22530.0,3353789197926.0
2026-06-10,BANKNIFTY,2026-07-28,48,55100.3,55100.0,2886.7,5.24,18.02,1.47,0.62,57000.0,60000;61000;58000,60000;53000;50000,2627430.0,22530.0,138554370987.0
2026-06-10,NIFTY,2026-06-16,6,23214.95,23200.0,346.8,1.49,14.55,1.06,0.82,23300.0,24000;23500;24500,21200;22000;22500,21358870.0,-272025.0,69387564437304.75
2026-06-10,NIFTY,2026-06-23,13,23214.95,23200.0,518.95,2.24,14.78,2.25,0.91,23400.0,24000;23400;23600,23000;22700;22000,21358870.0,-272025.0,1344812263245.75
2026-06-11,BANKNIFTY,2026-06-30,19,55176.75,55200.0,1870.6,3.39,18.6,2.48,0.97,55000.0,60000;54000;56000,54000;55000;60000,2629350.0,1920.0,3515122716421.5
2026-06-11,BANKNIFTY,2026-07-28,47,55176.75,55200.0,2865.7,5.19,18.06,1.03,0.71,58000.0,60000;61000;58000,60000;53000;55000,2629350.0,1920.0,114428162890.5
2026-06-11,NIFTY,2026-06-16,5,23161.6,23150.0,300.9,1.3,13.86,1.17,0.92,23200.0,24000;23500;24500,21200;22000;23000,21075015.0,-283855.0,71768165950006.5
2026-06-11,NIFTY,2026-06-23,12,23161.6,23150.0,487.95,2.11,14.5,2.26,0.93,23300.0,23500;24000;23600,23000;21200;22700,21075015.0,-283855.0,1724389689025.25
2026-06-12,BANKNIFTY,2026-06-30,18,56814.8,56800.0,1702.7,3.0,16.86,3.02,1.1,55500.0,60000;56000;54000,54000;55000;56000,2668950.0,39600.0,5830790723740.5
2026-06-12,BANKNIFTY,2026-07-28,46,56814.8,56800.0,2649.25,4.66,16.34,1.22,0.79,58500.0,60000;61000;58000,60000;53000;54000,2668950.0,39600.0,267377346529.5
2026-06-12,NIFTY,2026-06-16,4,23622.9,23600.0,282.55,1.2,14.24,-0.97,1.74,23500.0,24000;24500;23800,22500;23000;22000,20610460.0,-464555.0,165276130258723.25
2026-06-12,NIFTY,2026-06-23,11,23622.9,23600.0,456.55,1.93,13.86,0.76,0.96,23500.0,25000;24500;24000,23000;23500;23400,20610460.0,-464555.0,4698024761566.5
2026-06-15,BANKNIFTY,2026-06-30,15,57198.8,57200.0,1523.55,2.66,16.44,2.19,1.04,56000.0,60000;54000;58000,54000;55000;56000,2582610.0,-86340.0,4534292715108.0
2026-06-15,BANKNIFTY,2026-07-28,43,57198.8,57200.0,2447.85,4.28,15.51,0.98,0.84,59000.0,60000;61000;59000,60000;54000;57000,2582610.0,-86340.0,251440182115.5
2026-06-15,NIFTY,2026-06-16,1,23853.9,23850.0,171.85,0.72,17.24,-2.86,0.95,23800.0,24000;24500;25000,23500;23000;23400,20351825.0,-258635.0,219595993417040.5
2026-06-15,NIFTY,2026-06-23,8,23853.9,23850.0,397.2,1.67,14.07,0.01,0.84,23800.0,25000;24000;24500,23500;23400;23000,20351825.0,-258635.0,8118465239680.25
2026-06-16,BANKNIFTY,2026-06-30,14,57297.15,57300.0,1360.25,2.37,15.15,3.04,1.06,56000.0,60000;54000;58000,54000;55000;56000,2502510.0,-80100.0,3303570961257.0
2026-06-16,BANKNIFTY,2026-07-28,42,57297.15,57300.0,2310.9,4.03,14.77,0.97,0.86,59000.0,60000;59000;61000,60000;54000;58000,2502510.0,-80100.0,141783583594.5
2026-06-16,NIFTY,2026-06-16,0,23989.15,24000.0,16.6,0.07,2.1,1.31,1.14,23950.0,24000;24050;24500,23950;23900;24000,19725615.0,-626210.0,527545491088154.5
2026-06-16,NIFTY,2026-06-23,7,23989.15,24000.0,325.75,1.36,12.28,2.9,1.03,23900.0,24000;25000;24500,24000;22000;22500,19725615.0,-626210.0,12766074978520.5
2026-06-17,BANKNIFTY,2026-06-30,13,57585.05,57600.0,1251.45,2.17,14.4,3.1,1.09,56200.0,60000;58000;54000,54000;55000;56000,2401530.0,-100980.0,3674280842587.5
2026-06-17,BANKNIFTY,2026-07-28,41,57585.05,57600.0,2222.6,3.86,14.31,1.1,0.83,58500.0,60000;59000;61000,60000;58000;54000,2401530.0,-100980.0,144065886928.5
2026-06-17,NIFTY,2026-06-23,6,24085.7,24100.0,300.15,1.25,12.18,2.91,1.07,24000.0,25000;24500;24000,24000;23000;23300,19445335.0,-280280.0,55480670395471.75
2026-06-17,NIFTY,2026-06-30,13,24085.7,24100.0,429.2,1.78,11.8,2.73,1.06,24000.0,25000;24000;26000,24000;23500;23000,19445335.0,-280280.0,2996607351988.25
2026-06-18,BANKNIFTY,2026-06-30,12,57963.8,58000.0,1068.7,1.84,12.72,2.9,1.15,56800.0,60000;58000;54000,54000;55000;57000,2443680.0,42150.0,4659858376869.0
2026-06-18,BANKNIFTY,2026-07-28,40,57963.8,58000.0,2074.4,3.58,13.43,1.12,0.84,58500.0,60000;59000;58000,60000;58000;56000,2443680.0,42150.0,225898311763.5
2026-06-18,NIFTY,2026-06-23,5,24168.0,24150.0,226.0,0.94,9.91,1.85,1.12,24100.0,24500;25000;24200,24000;23000;23500,19224790.0,-220545.0,66493579204854.75
2026-06-18,NIFTY,2026-06-30,12,24168.0,24150.0,374.95,1.55,10.6,1.93,1.08,24050.0,25000;24000;26000,24000;23500;23000,19224790.0,-220545.0,4670776721029.25
2026-06-19,BANKNIFTY,2026-06-30,11,57685.75,57700.0,1033.35,1.79,12.9,-1.2,1.07,56900.0,60000;58000;54000,54000;55000;56000,2475900.0,32220.0,5156935655625.0
2026-06-19,BANKNIFTY,2026-07-28,39,57685.75,57700.0,2134.5,3.7,14.07,-1.17,0.84,58500.0,60000;59000;58000,60000;58000;56000,2475900.0,32220.0,217169311107.0
2026-06-19,NIFTY,2026-06-23,4,24013.1,24000.0,203.95,0.85,10.09,-0.05,0.78,24000.0,25000;24500;24000,23500;24000;23000,19645600.0,420810.0,133808167383046.0
2026-06-19,NIFTY,2026-06-30,11,24013.1,24000.0,372.0,1.55,11.1,0.17,1.02,24000.0,25000;24000;24500,24000;23500;23000,19645600.0,420810.0,6577733797469.25
2026-06-22,BANKNIFTY,2026-06-30,8,57935.6,57900.0,863.95,1.49,12.55,0.14,1.11,57000.0,60000;58000;59000,54000;56000;55000,2374800.0,-101100.0,4667504901678.0
2026-06-22,BANKNIFTY,2026-07-28,36,57935.6,57900.0,2027.6,3.5,13.81,-0.16,0.81,58500.0,60000;59000;58000,60000;56000;58000,2374800.0,-101100.0,184755804559.5
2026-06-22,NIFTY,2026-06-23,1,24102.9,24100.0,129.05,0.54,12.81,-2.1,0.87,24100.0,24200;24100;24300,24000;24100;23900,19353165.0,-292435.0,144114315442090.5
2026-06-22,NIFTY,2026-06-30,8,24102.9,24100.0,314.65,1.31,11.0,0.83,1.0,24100.0,25000;24000;24500,24000;23500;23000,19353165.0,-292435.0,8023047926442.25
2026-06-23,BANKNIFTY,2026-06-30,7,57183.75,57200.0,901.35,1.58,14.25,0.2,0.88,57000.0,58000;60000;57500,54000;55000;55500,2434680.0,59880.0,8149734594898.5
2026-06-23,BANKNIFTY,2026-07-28,35,57183.75,57200.0,2151.5,3.76,15.14,-1.09,0.81,58100.0,60000;59000;58000,60000;58000;56000,2434680.0,59880.0,382536700329.0
2026-06-23,NIFTY,2026-06-23,0,23824.1,23800.0,37.85,0.16,4.24,-3.2,0.58,23850.0,23850;23900;23950,23800;23850;23750,20072650.0,719485.0,664982068947592.5
2026-06-23,NIFTY,2026-06-30,7,23824.1,23800.0,328.0,1.38,12.36,0.4,0.78,24000.0,25000;24000;24500,24000;23500;23000,20072650.0,719485.0,24620369977914.75
2026-06-24,BANKNIFTY,2026-06-30,6,58150.35,58200.0,756.45,1.3,12.72,1.65,1.2,57400.0,60000;58000;59000,54000;56000;58000,2566200.0,131520.0,10896336934174.5
2026-06-24,BANKNIFTY,2026-07-28,34,58150.35,58200.0,2056.4,3.54,14.44,0.05,0.8,58400.0,60000;59000;58000,60000;58000;57000,2566200.0,131520.0,556731824743.5
2026-06-24,NIFTY,2026-06-30,6,24021.65,24000.0,284.05,1.18,11.46,0.12,1.21,24000.0,25000;24500;24000,24000;23500;23000,20197385.0,124735.0,80401202240651.5
2026-06-24,NIFTY,2026-07-07,13,24021.65,24000.0,448.55,1.87,12.29,0.82,0.98,24000.0,24500;25000;24000,24000;23500;23800,20197385.0,124735.0,2082476103350.5
2026-06-25,BANKNIFTY,2026-06-30,5,58177.05,58200.0,591.6,1.02,10.88,-0.1,1.18,57500.0,60000;59000;58500,54000;56000;58000,2691240.0,125040.0,10638416639709.0
2026-06-25,BANKNIFTY,2026-07-28,33,58177.05,58200.0,2018.75,3.47,14.37,-0.56,0.79,58500.0,60000;59000;58000,60000;58000;57000,2691240.0,125040.0,675064320318.0
2026-06-25,NIFTY,2026-06-30,5,24056.0,24050.0,214.3,0.89,9.49,-1.18,1.02,24100.0,25000;24500;24200,24000;23500;23000,20097480.0,-99905.0,81616429085902.75
2026-06-25,NIFTY,2026-07-07,12,24056.0,24050.0,390.75,1.62,11.16,0.09,0.9,24100.0,24500;25000;24200,24000;23500;23000,20097480.0,-99905.0,3671428124734.5
2026-06-29,BANKNIFTY,2026-06-30,1,57727.35,57700.0,476.55,0.83,19.73,-4.74,0.98,57500.0,60000;58000;59000,54000;58000;56000,2880600.0,189360.0,35937979363030.5
2026-06-29,BANKNIFTY,2026-07-28,29,57727.35,57700.0,2037.45,3.53,15.6,-1.25,0.85,58500.0,60000;58000;59000,60000;58000;57000,2880600.0,189360.0,797571822160.5
2026-06-29,NIFTY,2026-06-30,1,23946.25,23950.0,158.8,0.66,15.88,-3.13,0.77,24000.0,25000;24000;24100,23500;24000;23800,20838220.0,740740.0,215156407813142.25
2026-06-29,NIFTY,2026-07-07,8,23946.25,23950.0,373.2,1.56,13.17,-0.1,0.78,24000.0,24500;24000;25000,24000;23500;23400,20838220.0,740740.0,7238821472509.25
2026-06-30,BANKNIFTY,2026-06-30,0,57542.9,57500.0,50.45,0.09,2.41,2.82,0.81,57600.0,57600;58000;57700,57500;57600;57400,3048450.0,167850.0,142354122953593.5
2026-06-30,BANKNIFTY,2026-07-28,28,57542.9,57500.0,1979.2,3.44,15.46,-1.63,0.84,58000.0,60000;58000;59000,60000;58000;57000,3048450.0,167850.0,1061624418376.5
2026-06-30,NIFTY,2026-06-30,0,23865.75,23850.0,22.15,0.09,2.6,3.19,0.82,23900.0,23900;24000;25000,23850;23800;23900,24229985.0,3391765.0,564057441223250.0
2026-06-30,NIFTY,2026-07-07,7,23865.75,23850.0,334.6,1.4,12.62,-3.57,0.89,24000.0,24000;24500;25500,23400;24000;22000,24229985.0,3391765.0,17715382098973.0
2026-07-01,BANKNIFTY,2026-07-28,27,58033.05,58000.0,1872.55,3.23,14.76,0.33,0.91,58000.0,60000;58000;59000,60000;58000;57000,2388210.0,36150.0,2516538344272.5
2026-07-01,BANKNIFTY,2026-08-25,55,58033.05,58000.0,2676.55,4.61,14.7,0.24,1.88,59000.0,60000;59000;58000,57000;60000;56000,2388210.0,36150.0,26644822005.0
2026-07-01,NIFTY,2026-07-07,6,24005.85,24000.0,294.35,1.23,11.94,0.21,1.11,24000.0,24000;25000;24500,24000;23900;23000,19499285.0,49920.0,67106891572591.0
2026-07-01,NIFTY,2026-07-14,13,24005.85,24000.0,440.4,1.83,12.11,0.34,1.08,24000.0,24500;25000;24300,23800;23000;24000,19499285.0,49920.0,1400700720545.75
2026-07-02,BANKNIFTY,2026-07-28,26,58031.65,58000.0,1796.0,3.09,14.42,-0.47,0.87,58100.0,60000;58000;59000,58000;60000;57000,2386830.0,-1380.0,2482272845089.5
2026-07-02,BANKNIFTY,2026-08-25,54,58031.65,58000.0,2623.95,4.52,14.54,-0.06,1.96,59000.0,60000;59000;58000,57000;60000;56000,2386830.0,-1380.0,29105351910.0
2026-07-02,NIFTY,2026-07-07,5,24175.7,24200.0,222.6,0.92,9.86,0.46,1.33,24100.0,25000;24500;24200,24000;24100;23900,18904210.0,-595075.0,71566648831583.75
2026-07-02,NIFTY,2026-07-14,12,24175.7,24200.0,373.7,1.55,10.66,0.39,1.2,24100.0,24500;25000;24800,23800;23000;24000,18904210.0,-595075.0,2291255277021.75
2026-07-03,BANKNIFTY,2026-07-28,25,57938.5,57900.0,1720.85,2.97,14.11,-0.14,0.85,58100.0,60000;58000;59000,58000;60000;59000,2449320.0,62490.0,2685968236992.0
2026-07-03,BANKNIFTY,2026-08-25,53,57938.5,57900.0,2550.1,4.4,14.27,-0.03,1.87,59000.0,59000;60000;58000,57000;56000;58000,2449320.0,62490.0,40831886748.0
2026-07-03,NIFTY,2026-07-07,4,24270.85,24250.0,184.4,0.76,8.97,0.62,1.0,24200.0,25000;24500;24400,24000;23900;23500,18798650.0,-105560.0,133943325659097.5
2026-07-03,NIFTY,2026-07-14,11,24270.85,24250.0,346.1,1.43,10.16,0.55,1.14,24250.0,24500;25000;24300,23800;24000;23600,18798650.0,-105560.0,3451543665199.5
2026-07-06,BANKNIFTY,2026-07-28,22,58291.5,58300.0,1552.05,2.66,13.52,0.54,0.89,58300.0,60000;59000;58000,58000;59000;60000,2474280.0,24960.0,2698247440504.5
2026-07-06,BANKNIFTY,2026-08-25,50,58291.5,58300.0,2414.85,4.14,13.86,0.16,1.82,59000.0,59000;60000;61000,57000;56000;58000,2474280.0,24960.0,41145039244.5
2026-07-06,NIFTY,2026-07-07,1,24430.35,24450.0,119.8,0.49,11.68,3.34,1.5,24400.0,24500;24600;24400,24000;24300;24400,18396040.0,-402610.0,189417530539867.5
2026-07-06,NIFTY,2026-07-14,8,24430.35,24450.0,297.65,1.22,10.3,1.75,1.19,24400.0,25000;24500;24400,24000;23800;24400,18396040.0,-402610.0,6638802431400.75
2026-07-07,BANKNIFTY,2026-07-28,21,58200.7,58200.0,1452.85,2.5,12.96,0.88,0.89,58400.0,59000;60000;58000,59000;58000;60000,2480130.0,5850.0,2518797457212.0
2026-07-07,BANKNIFTY,2026-08-25,49,58200.7,58200.0,2331.35,4.01,13.52,0.57,1.8,59000.0,59000;60000;61000,57000;56000;58000,2480130.0,5850.0,33313141884.0
2026-07-07,NIFTY,2026-07-07,0,24398.7,24400.0,10.95,0.04,1.52,-0.95,1.0,24400.0,24400;24450;24500,24400;24350;24000,18089370.0,-306670.0,597304962389456.8
2026-07-07,NIFTY,2026-07-14,7,24398.7,24400.0,264.15,1.08,9.76,2.78,0.9,24400.0,24500;25000;24400,24500;24000;23500,18089370.0,-306670.0,14902391107565.0
2026-07-08,BANKNIFTY,2026-07-28,20,56742.6,56700.0,1833.4,3.23,17.23,0.54,0.81,58000.0,59000;60000;58000,59000;58000;60000,2576850.0,96720.0,5083017712017.0
2026-07-08,BANKNIFTY,2026-08-25,48,56742.6,56700.0,2695.65,4.75,16.27,-0.28,1.59,58500.0,59000;60000;58000,57000;56000;55000,2576850.0,96720.0,125467898049.0
2026-07-08,NIFTY,2026-07-14,6,23882.05,23900.0,375.55,1.57,15.37,2.46,0.61,24100.0,24500;24200;25500,23500;23000;23600,19346860.0,1257490.0,98510350794904.77
2026-07-08,NIFTY,2026-07-21,13,23882.05,23900.0,523.25,2.19,14.54,2.41,0.93,24150.0,24300;24200;24500,24000;24200;23000,19346860.0,1257490.0,2461748114679.75
2026-07-09,NIFTY,2026-07-14,5,23962.8,23950.0,274.2,1.14,12.2,2.21,0.8,24050.0,24500;24200;25500,23600;23000;23500,19128525.0,-218335.0,75563121316517.25
2026-07-09,NIFTY,2026-07-21,12,23962.8,23950.0,439.05,1.83,12.58,2.35,1.07,24100.0,24300;24200;24500,24000;23000;21600,19128525.0,-218335.0,2252060477026.75
2026-07-09,BANKNIFTY,2026-07-28,19,57252.45,57300.0,1623.4,2.84,15.55,-0.14,0.85,58000.0,59000;60000;58000,59000;58000;57000,2578200.0,1350.0,3470906498082.0
2026-07-09,BANKNIFTY,2026-08-25,47,57252.45,57300.0,2522.65,4.41,15.28,0.27,1.56,58400.0,59000;60000;58000,57000;56000;58000,2578200.0,1350.0,59045570164.5
2026-07-10,NIFTY,2026-07-14,4,24206.9,24200.0,197.4,0.82,9.72,2.05,1.27,24200.0,24500;24200;24300,23000;24000;24200,18963555.0,-164970.0,129627009206571.5
2026-07-10,NIFTY,2026-07-21,11,24206.9,24200.0,368.8,1.52,10.92,2.09,1.15,24200.0,24200;25000;24500,24000;23000;24200,18963555.0,-164970.0,2853336126267.25
2026-07-10,BANKNIFTY,2026-07-28,18,58045.9,58000.0,1427.75,2.46,13.78,1.08,0.94,58000.0,59000;60000;58000,58000;59000;57000,2514300.0,-63900.0,3442946205996.0
2026-07-10,BANKNIFTY,2026-08-25,46,58045.9,58000.0,2309.35,3.98,13.85,0.9,1.48,58300.0,59000;60000;58000,57000;56000;58000,2514300.0,-63900.0,62388944653.5
2026-07-13,NIFTY,2026-07-14,1,24211.0,24200.0,160.85,0.66,15.86,1.89,1.62,24200.0,24500;24300;24200,24000;23000;24100,18838365.0,-125190.0,240458520712959.25
2026-07-13,NIFTY,2026-07-21,8,24211.0,24200.0,378.25,1.56,13.17,1.78,1.15,24200.0,25000;24500;24200,23000;24000;21600,18838365.0,-125190.0,7093261310417.75
2026-07-13,BANKNIFTY,2026-07-28,15,58131.45,58100.0,1450.9,2.5,15.36,0.17,0.97,58100.0,59000;60000;58000,58000;59000;57000,2440050.0,-74250.0,3889924678077.0
2026-07-13,BANKNIFTY,2026-08-25,43,58131.45,58100.0,2350.35,4.04,14.6,0.29,1.49,58200.0,59000;60000;58000,56000;57000;58000,2440050.0,-74250.0,86972030578.5
2026-07-14,NIFTY,2026-07-14,0,24052.05,24050.0,12.15,0.05,1.64,-0.44,1.01,24050.0,24100;24050;24150,24050;24000;24100,18750225.0,-88140.0,585590279501743.8
2026-07-14,NIFTY,2026-07-21,7,24052.05,24050.0,348.25,1.45,13.07,5.9,0.86,24100.0,24100;25000;24500,23000;24000;21600,18750225.0,-88140.0,14858601852344.25
2026-07-14,BANKNIFTY,2026-07-28,14,57462.3,57500.0,1474.1,2.57,16.4,1.46,0.85,58000.0,59000;60000;58000,59000;58000;57000,2459100.0,19050.0,3495123316876.5
2026-07-14,BANKNIFTY,2026-08-25,42,57462.3,57500.0,2406.75,4.19,15.38,1.22,1.43,58000.0,59000;60000;58000,56000;57000;55000,2459100.0,19050.0,100104511300.5
2026-07-15,NIFTY,2026-07-21,6,24078.5,24100.0,310.9,1.29,12.62,4.32,0.78,24100.0,24200;25000;24500,23000;24000;23300,18687435.0,-62790.0,67459737698557.75
2026-07-15,NIFTY,2026-07-28,13,24078.5,24100.0,456.3,1.9,12.57,3.87,1.08,24200.0,25000;24000;24500,24000;23000;23500,18687435.0,-62790.0,3647183683958.75
2026-07-15,BANKNIFTY,2026-07-28,13,57757.85,57800.0,1360.65,2.36,15.63,1.7,0.85,58000.0,59000;60000;58000,59000;58000;57000,2409660.0,-49440.0,4495841191296.0
2026-07-15,BANKNIFTY,2026-08-25,41,57757.85,57800.0,2282.9,3.95,14.68,0.98,1.34,58000.0,59000;60000;58000,56000;57000;58000,2409660.0,-49440.0,116776510842.0
2026-07-16,NIFTY,2026-07-21,5,24072.75,24050.0,258.0,1.07,11.38,1.15,0.83,24100.0,24200;25000;24500,23000;23300;24000,17862455.0,-824980.0,62810069427888.25
2026-07-16,NIFTY,2026-07-28,12,24072.75,24050.0,423.15,1.76,12.04,1.96,1.07,24200.0,25000;24500;24000,24000;23000;23500,17862455.0,-824980.0,3668286731248.75
2026-07-16,BANKNIFTY,2026-07-28,12,57582.25,57600.0,1304.8,2.27,15.64,-2.0,0.79,58000.0,59000;60000;58000,59000;58000;57000,2485350.0,75690.0,3253006135300.5
2026-07-16,BANKNIFTY,2026-08-25,40,57582.25,57600.0,2243.75,3.9,14.64,-0.82,1.26,58000.0,59000;60000;58000,56000;57000;58000,2485350.0,75690.0,71668376085.0
2026-07-17,NIFTY,2026-07-21,4,24334.3,24350.0,246.35,1.01,12.12,5.2,1.61,24250.0,25000;24700;24800,23000;24000;24200,17200170.0,-662285.0,143593748590490.25
2026-07-17,NIFTY,2026-07-28,11,24334.3,24350.0,426.2,1.75,12.62,4.15,1.13,24200.0,25000;24500;24200,24000;23000;24200,17200170.0,-662285.0,6945581270182.75
2026-07-17,BANKNIFTY,2026-07-28,11,58521.4,58500.0,1257.1,2.15,15.46,3.77,1.01,58200.0,59000;60000;58000,58000;59000;57000,2441130.0,-44220.0,5721818794993.5
2026-07-17,BANKNIFTY,2026-08-25,39,58521.4,58500.0,2200.0,3.76,14.27,2.2,1.24,58000.0,60000;59000;58000,58000;56000;57000,2441130.0,-44220.0,169462229322.0
2026-07-20,NIFTY,2026-07-21,1,24238.5,24250.0,145.45,0.6,14.36,-0.61,1.38,24200.0,24500;24300;25000,24200;24000;24100,16749850.0,-450320.0,208022680017278.75
2026-07-20,NIFTY,2026-07-28,8,24238.5,24250.0,358.8,1.48,12.52,1.11,1.09,24200.0,25000;24500;24200,24000;23000;23500,16749850.0,-450320.0,9347582377675.75
2026-07-20,BANKNIFTY,2026-07-28,8,57945.0,57900.0,1049.55,1.81,15.27,-2.62,0.93,58000.0,59000;60000;58000,58000;59000;56000,2514150.0,73020.0,6352072206754.5
2026-07-20,BANKNIFTY,2026-08-25,36,57945.0,57900.0,2102.9,3.63,14.33,-0.78,1.14,58000.0,60000;59000;58000,58000;57000;56000,2514150.0,73020.0,290406529689.0
2026-07-21,NIFTY,2026-07-21,0,24187.7,24200.0,17.65,0.07,2.19,0.44,0.82,24200.0,24200;24250;25000,24150;24200;24100,17145180.0,395330.0,499863044892386.5
2026-07-21,NIFTY,2026-07-28,7,24187.7,24200.0,317.35,1.31,11.86,3.15,0.91,24200.0,24200;25500;25000,24200;23000;24000,17145180.0,395330.0,14699915347695.5
2026-07-21,BANKNIFTY,2026-07-28,7,57835.35,57800.0,954.95,1.65,14.89,-2.02,0.88,58000.0,59000;60000;58000,58000;59000;56000,2621460.0,107310.0,4799585219562.0
2026-07-21,BANKNIFTY,2026-08-25,35,57835.35,57800.0,2046.65,3.54,14.18,-0.26,1.02,58000.0,59000;60000;58000,58000;57000;56000,2621460.0,107310.0,186845503834.5
